Angle_deg,Frequency_Hz,Magnitude_dB,Phase_deg
0.0,22230000000,-35.1927,98.2225
0.0,22240000000,-38.3511,25.6390
0.0,22250000000,-35.5641,-31.7525
0.0,22260000000,-36.4292,-118.1834
0.0,22270000000,-36.1847,173.5292
0.0,22280000000,-36.3393,96.7196
0.0,22290000000,-36.9636,17.5252
0.0,22300000000,-35.7690,-52.5369
0.0,22310000000,-37.0165,-127.8868
0.0,22320000000,-34.6169,159.5929
0.0,22330000000,-36.0387,84.0563
0.0,22340000000,-34.0944,25.6962
0.0,22350000000,-33.6726,-47.6104
0.0,22360000000,-35.5920,-131.5134
0.0,22370000000,-34.3466,152.3236
0.0,22380000000,-36.1701,85.4394
0.0,22390000000,-35.1720,14.8765
0.0,22400000000,-35.8403,-66.3400
0.0,22410000000,-37.9214,-140.6259
0.0,22420000000,-35.1232,160.8263
0.0,22430000000,-35.7315,83.2258
0.0,22440000000,-34.8873,8.4954
0.0,22450000000,-35.9374,-66.6973
0.0,22460000000,-36.3067,-142.2034
0.0,22470000000,-37.4456,135.8864
0.0,22480000000,-35.2873,73.2928
0.0,22490000000,-34.7996,-0.2591
0.0,22500000000,-36.4639,-80.9386
0.0,22510000000,-34.9311,-142.6482
0.0,22520000000,-33.5942,142.6316
0.0,22530000000,-35.2206,64.7743
0.0,22540000000,-35.5857,-16.9750
0.0,22550000000,-33.2685,-71.5743
0.0,22560000000,-33.6631,-147.4690
0.0,22570000000,-34.4210,141.6219
0.0,22580000000,-35.0927,60.0941
0.0,22590000000,-34.4205,-12.7974
0.0,22600000000,-35.3158,-88.4674
0.0,22610000000,-37.4391,-159.0113
0.0,22620000000,-34.8841,113.1900
0.0,22630000000,-35.2133,61.0420
0.0,22640000000,-34.5614,-22.6407
0.0,22650000000,-35.4734,-96.1300
0.0,22660000000,-34.2852,-168.9508
0.0,22670000000,-35.0920,124.6032
0.0,22680000000,-34.7678,50.6268
0.0,22690000000,-33.2926,-31.7969
0.0,22700000000,-35.3731,-91.8385
0.0,22710000000,-35.0741,-170.1342
0.0,22720000000,-36.1461,123.1351
0.0,22730000000,-35.2293,39.4034
0.0,22740000000,-35.1451,-31.1606
0.0,22750000000,-34.4964,-98.4946
0.0,22760000000,-34.7431,-162.8610
0.0,22770000000,-34.6700,113.4307
0.0,22780000000,-34.2620,42.9309
0.0,22790000000,-34.1710,-46.3136
0.0,22800000000,-35.3110,-114.1023
0.0,22810000000,-34.2181,-177.3682
0.0,22820000000,-34.3109,112.2037
0.0,22830000000,-36.0092,25.8960
0.0,22840000000,-37.1813,-61.3272
0.0,22850000000,-34.2070,-116.0995
0.0,22860000000,-34.8257,151.4115
0.0,22870000000,-36.5182,101.7853
0.0,22880000000,-36.7341,11.6555
0.0,22890000000,-34.0302,-50.7152
0.0,22900000000,-35.6963,-121.1712
0.0,22910000000,-34.6152,174.2507
0.0,22920000000,-34.4139,100.0369
0.0,22930000000,-34.1592,22.3487
0.0,22940000000,-35.0830,-72.1022
0.0,22950000000,-34.1784,-129.9353
0.0,22960000000,-34.9721,148.9141
0.0,22970000000,-35.1146,85.4666
0.0,22980000000,-34.9364,15.0917
0.0,22990000000,-34.6733,-64.3517
0.0,23000000000,-35.1053,-131.4177
0.0,23010000000,-34.0552,148.0443
0.0,23020000000,-35.3747,73.9985
0.0,23030000000,-34.7814,14.1132
0.0,23040000000,-34.8427,-68.2416
0.0,23050000000,-33.9242,-140.2407
0.0,23060000000,-35.2742,141.0682
0.0,23070000000,-33.1846,66.2891
0.0,23080000000,-35.1554,-10.6092
0.0,23090000000,-34.6963,-59.8194
0.0,23100000000,-34.9359,-142.4614
0.0,23110000000,-35.6974,133.5189
0.0,23120000000,-34.8630,70.0066
0.0,23130000000,-35.3872,-13.8988
0.0,23140000000,-35.8898,-90.8667
0.0,23150000000,-35.6976,-160.5233
0.0,23160000000,-34.9956,129.8182
0.0,23170000000,-34.9661,53.3228
0.0,23180000000,-36.6897,-1.4113
0.0,23190000000,-34.8457,-84.9231
0.0,23200000000,-34.3948,-158.2040
0.0,23210000000,-34.0210,126.6083
0.0,23220000000,-34.0783,53.4698
0.0,23230000000,-33.0030,-7.5262
0.0,23240000000,-34.6937,-90.9588
0.0,23250000000,-33.7355,-174.0197
0.0,23260000000,-35.4803,108.0098
0.0,23270000000,-35.4876,58.1547
0.0,23280000000,-35.7503,-30.1589
0.0,23290000000,-35.5856,-93.8156
0.0,23300000000,-35.2827,-173.8896
0.0,23310000000,-33.0997,113.5771
0.0,23320000000,-34.2992,49.0113
0.0,23330000000,-33.7988,-22.6495
0.0,23340000000,-36.1995,-112.8617
0.0,23350000000,-33.5195,-179.0061
0.0,23360000000,-38.2774,109.7319
0.0,23370000000,-35.1175,20.9226
0.0,23380000000,-34.9781,-45.5640
0.0,23390000000,-35.5257,-115.3617
0.0,23400000000,-33.6397,175.6080
0.0,23410000000,-34.2721,105.4583
0.0,23420000000,-37.2971,23.3168
0.0,23430000000,-34.8009,-30.5257
0.0,23440000000,-34.5074,-114.3855
